id;name;department;municipality;years_works;type_person;rol
279;Luz Elena Gomez Gomez;ANTIOQUIA;RIONEGRO;4;PREFERENTE;CANTANTE
280;Sebastian Sanchez Ramirez;ANTIOQUIA;RIONEGRO;5;PREFERENTE;OTRO
281;Berenice Florez Quinto;ANTIOQUIA;CAREPA;10;PREFERENTE;POLITICO
282;Maria Rocio Quintero Guzman;ARAUCA;ARAUQUITA;3;PREFERENTE;OTRO
283;Luz Myriam Velandia De Dios;ARAUCA;ARAUQUITA;7;PREFERENTE;ACTOR
284;Luz Daris Perez Contreras;ARAUCA;ARAUQUITA;9;PREFERENTE;POLITICO
285;Carlos Tobias Cubillos Sanchez;BOGOTA D.C.;BOGOTA._D.C.;88;PREFERENTE;CANTANTE
286;Francisco Suavita Garcia;BOGOTA D.C.;BOGOTA._D.C.;89;PREFERENTE;OTRO
287;William Fernando Diaz Torrijos;BOGOTA D.C.;BOGOTA._D.C.;91;PREFERENTE;ACTOR
288;Diana Marcela Diago Guaqueta;BOGOTA D.C.;BOGOTA._D.C.;0;NO PREFERENTE;CANTANTE
289;Carlos Daniel Jimenez Zambrano;BOGOTA D.C.;BOGOTA._D.C.;0;NO PREFERENTE;CANTANTE
290;Jose Antonio Valencia Toro;VALLE;ROLDANILLO;6;PREFERENTE;POLITICO
291;Javier Andres Giraldo Hurtado;QUINDIO;LA_TEBAIDA;3;PREFERENTE;CANTANTE
292;Ricardo Alfonso Celis Rojas;QUINDIO;LA_TEBAIDA;8;PREFERENTE;POLITICO
293;Omar De Jesus Jimenez Romero;ANTIOQUIA;BELLO;8;PREFERENTE;CANTANTE
294;Luz Omaira Cardona Rua;ANTIOQUIA;BELLO;14;PREFERENTE;POLITICO
295;Wiliam Alfredo Carlozama Delgado;NARIÑO;TANGUA;8;PREFERENTE;OTRO
296;Maria Del Carmen Llorentes Pedroza;ANTIOQUIA;YONDO_CASABE;10;PREFERENTE;ACTOR
297;Eliecer Zuluaga Sanchez;TOLIMA;FRESNO;13;PREFERENTE;CANTANTE
298;Remberto Beltran Navarro;ATLANTICO;MALAMBO;13;PREFERENTE;CANTANTE
299;Andrea Gisela Garzon Sanchez;ARAUCA;PUERTO_RONDON;5;PREFERENTE;OTRO
300;Elda Rocio Mejia De Gomez;ANTIOQUIA;RETIRO;7;PREFERENTE;POLITICO
301;Wilson Castaño Gallego;PUTUMAYO;ORITO;6;PREFERENTE;CANTANTE
302;Milciades Alarcon Castro;PUTUMAYO;ORITO;10;PREFERENTE;POLITICO
303;Mary Duperlly Urrego Mamby;CUNDINAMARCA;PARATEBUENO_(LA_NAGUAYA);2;PREFERENTE;OTRO
304;William Tarazona Becerra;CUNDINAMARCA;PARATEBUENO_(LA_NAGUAYA);3;PREFERENTE;OTRO
305;Mirna Esther Barrios Mendez;ATLANTICO;BARRANQUILLA;92;PREFERENTE;POLITICO
306;Luis Arbey Guapacha;RISARALDA;QUINCHIA;0;NO APLICA;POLITICO
307;Linderman Adrada Lopez;VALLE;DAGUA;1;PREFERENTE;ACTOR
308;Diego Duque Lopez;QUINDIO;CIRCASIA;9;PREFERENTE;CANTANTE
309;Yina Paola Sanchez;TOLIMA;CARMEN_DE_APICALA;7;PREFERENTE;POLITICO
310;Luis Ramon Rodriguez Gualteros;CASANARE;TAMARA;0;NO APLICA;ACTOR
311;Johsman Edgardo Paternina Perez;ATLANTICO;BARRANQUILLA;87;PREFERENTE;CANTANTE
312;Jose Abid Soraca Garcia;BOLIVAR;CICUCO;1;PREFERENTE;POLITICO
313;Carmen Iveth Quintero Toro;BOLIVAR;CICUCO;7;PREFERENTE;OTRO
314;Mario Monroy Soraca;BOLIVAR;CICUCO;9;PREFERENTE;CANTANTE
315;Cesar Mauricio Ruiz Chaverra;ANTIOQUIA;MEDELLIN;14;PREFERENTE;POLITICO
316;Carolina Carreño Ospina;ANTIOQUIA;MEDELLIN;18;PREFERENTE;CANTANTE
317;Ricardo Leon Yepez Perez;ANTIOQUIA;MEDELLIN;21;PREFERENTE;POLITICO
318;Seonedis Leonor Perez;LA_GUAJIRA;ALBANIA;4;PREFERENTE;POLITICO
319;Jose Hildeman Rodriguez Cañas;CASANARE;TAMARA;6;PREFERENTE;CANTANTE
320;Yilver Sigua Ortiz;CASANARE;TAMARA;9;PREFERENTE;POLITICO
321;Juan Jose Vergara Diaz;ATLANTICO;BARRANQUILLA;7;PREFERENTE;CANTANTE
322;Nathaly Stephnie Ballestas Guardo;ATLANTICO;BARRANQUILLA;13;PREFERENTE;ACTOR
323;Dina Emerita Heredia Rivera;CASANARE;TAURAMENA;1;PREFERENTE;OTRO
324;Cruz Maria Jordan De Riascos;VALLE;CARTAGO;3;PREFERENTE;OTRO
325;Sandra Yasmid Sanchez Gomez;VALLE;CARTAGO;9;PREFERENTE;CANTANTE
326;Jose Maria Bravo Vides;BOLIVAR;TALAIGUA_NUEVO;9;PREFERENTE;CANTANTE
327;Camilo Rivera Bautista;ARAUCA;PUERTO_RONDON;7;PREFERENTE;ACTOR
328;Ismelia Correa Perez;NORTE_DE_SANTANDER;TIBU;7;PREFERENTE;CANTANTE
329;Victor Raul Martinez Jimenez;BOLIVAR;TALAIGUA_NUEVO;11;PREFERENTE;POLITICO
330;Jack Antony Solano Mojica;ATLANTICO;PUERTO_COLOMBIA;2;PREFERENTE;CANTANTE
331;Luz Yadira Timana Timana;NARIÑO;TANGUA;6;PREFERENTE;OTRO
332;Edgar Alexander Ruiz Garcia;VALLE;YUMBO;1;PREFERENTE;POLITICO
333;Maria Zuleth Torne Zapata;VALLE;YUMBO;4;PREFERENTE;OTRO
334;Aldemar Henao Zorrilla;VALLE;YUMBO;13;PREFERENTE;OTRO
335;Luis Alberto Gonzalez Wilches;VALLE;YUMBO;15;PREFERENTE;OTRO
336;Luz Isabel Roa Marchena;GUAINIA;NO APLICA;60;PREFERENTE;OTRO
337;Jorge Humberto Gomez Lezcano;ANTIOQUIA;PUERTO_BERRIO;0;NO PREFERENTE;POLITICO
338;Anibal Rabelo Garrido;BOLIVAR;ARENAL;1;PREFERENTE;CANTANTE
339;Mauricio Macias Delgado;SANTANDER;BARRANCABERMEJA;8;PREFERENTE;POLITICO
340;Sandra Patricia Teran Rivera;PUTUMAYO;ORITO;0;NO APLICA;OTRO
341;Grey Isabel Villa De Avila;ATLANTICO;BARRANQUILLA;85;PREFERENTE;CANTANTE
342;Sergio Herrera Rueda;ATLANTICO;BARRANQUILLA;95;PREFERENTE;ACTOR
343;Maria Eugenia Tique Malambo;BOGOTA D.C.;BOGOTA._D.C.;81;PREFERENTE;POLITICO
344;Sindy Laura Saldarriaga Salinas;ANTIOQUIA;BETANIA;0;NO PREFERENTE;ACTOR
345;Jackeline Raquel Reina Senior;ATLANTICO;SOLEDAD;0;NO APLICA;ACTOR
346;Eduardo Luis Pacheco Julio;BOLIVAR;SAN_CRISTOBAL;4;PREFERENTE;POLITICO
347;Estefania Lopez Navarro;ANTIOQUIA;MEDELLIN;14;PREFERENTE;ACTOR
348;Jesus Leonardo Solarte Lopez;ANTIOQUIA;MEDELLIN;17;PREFERENTE;POLITICO
349;Pastor Tintinago Paz;CAUCA;SOTARA_(PAISPAMBA);1;PREFERENTE;POLITICO
350;Luis Argiro Manco Usuga;ANTIOQUIA;GIRALDO;0;NO PREFERENTE;CANTANTE
351;Armando Oviedo Monroy;BOLIVAR;CICUCO;1;PREFERENTE;CANTANTE
352;Alberto Ariza Vega;CUNDINAMARCA;PACHO;0;NO APLICA;ACTOR
353;Maria Melva Troches Campuzano;PUTUMAYO;ORITO;6;PREFERENTE;CANTANTE
354;Luz Karime Valencia Montaño;PUTUMAYO;ORITO;11;PREFERENTE;CANTANTE
355;Marcelina Ochoa Barrera;VAUPES;TARAIRA;5;PREFERENTE;CANTANTE
356;Jose Francisco Oviedo Mora;NARIÑO;ILES;0;NO APLICA;CANTANTE
357;Franklin Andres Henao Castaño;CALDAS;SALAMINA;4;PREFERENTE;POLITICO
358;Urias Garcia Salazar;CALDAS;SALAMINA;13;PREFERENTE;POLITICO
359;John Jairo Castañeda Usuga;ANTIOQUIA;FRONTINO;8;PREFERENTE;CANTANTE
360;Alfredo Anatoley Peña Martinez;ATLANTICO;BARRANQUILLA;89;PREFERENTE;CANTANTE
361;Jose Edward Toro Rincon;QUINDIO;PIJAO;4;PREFERENTE;POLITICO
362;Leonor Gil Molano;TOLIMA;LERIDA;2;PREFERENTE;ACTOR
363;Libardo De Jesus Marin Henao;QUINDIO;CORDOBA;4;PREFERENTE;CANTANTE
364;Gustavo Adolfo De La Ossa Atencia;SUCRE;SINCE;7;PREFERENTE;POLITICO
365;Nenfer Luis Marzola Pacheco;CORDOBA;TIERRALTA;10;PREFERENTE;POLITICO
366;Diego Mauricio Grisales Gallego;ANTIOQUIA;GUARNE;0;NO APLICA;CANTANTE
367;Andres Perez Berrio;ANTIOQUIA;CHIGORODO;0;NO APLICA;CANTANTE
368;Neida Caro Contreras;ATLANTICO;BARRANQUILLA;86;PREFERENTE;POLITICO
369;Jorge Andres Sanchez Muñoz;ATLANTICO;BARRANQUILLA;92;PREFERENTE;ACTOR
370;Nelcy Rodriguez Gonzalez;CUNDINAMARCA;PARATEBUENO_(LA_NAGUAYA);7;PREFERENTE;POLITICO
371;Samir Enrique Narvaez Camargo;ATLANTICO;MALAMBO;11;PREFERENTE;ACTOR
372;Lucia Del Socorro Carvajal De Silvera;ANTIOQUIA;REMEDIOS;0;NO APLICA;POLITICO
373;Euclides Torres Jimenez;QUINDIO;CALARCA;4;PREFERENTE;POLITICO
374;Martha Gomez;QUINDIO;CALARCA;12;PREFERENTE;POLITICO
375;Anyi Miley Rojas Florez;NORTE_DE_SANTANDER;LOURDES;5;PREFERENTE;ACTOR
376;Reinalda Armesto Fragoso;SUCRE;TOLU;6;PREFERENTE;POLITICO
377;Sobeida Trujillo;VALLE;CALIMA_(DARIEN);7;PREFERENTE;ACTOR
378;Dora Lilia Sanchez Castaño;VALLE;CALIMA_(DARIEN);8;PREFERENTE;CANTANTE
379;Oscar Eliecer Paez Gutierrez;CESAR;AGUACHICA;5;PREFERENTE;POLITICO
380;Claudia Patricia Cifuentes Valencia;CALDAS;PENSILVANIA;7;PREFERENTE;POLITICO
381;Willian Jordan Jimenez Perez;BOYACA;AQUITANIA_(PUEBLOVIEJO);3;PREFERENTE;ACTOR
382;Jose Antonio Mata Ortega;ATLANTICO;BARRANQUILLA;84;PREFERENTE;CANTANTE
383;Rodrigo De Jesus Trespalacios Surmay;ATLANTICO;BARRANQUILLA;87;PREFERENTE;POLITICO
384;Alfonso Enrique Ahumada Martinez;CUNDINAMARCA;ANAPOIMA;0;NO PREFERENTE;CANTANTE
385;Jairo Jimenez Diaz;PUTUMAYO;ORITO;1;PREFERENTE;CANTANTE
386;Andres Felipe Pardo Serna;ANTIOQUIA;ANTIOQUIA;0;NO APLICA;ACTOR
387;Luis Eduardo Banquez Ricardo;SUCRE;TOLU;5;PREFERENTE;OTRO
388;Gil Contreras Baena;SUCRE;TOLU;7;PREFERENTE;POLITICO
389;Cristobal Guerrero Paternina;ANTIOQUIA;NECOCLI;6;PREFERENTE;CANTANTE
390;Alejandro Jimenez;META;NO APLICA;58;PREFERENTE;CANTANTE
391;Maria Helvia Guzman Zamora;CUNDINAMARCA;PACHO;3;PREFERENTE;ACTOR
392;Alonso De Jesus Carmona Correa;ANTIOQUIA;EBEJICO;4;PREFERENTE;POLITICO
393;Leslie Wilson Rodriguez Hurtado;NARIÑO;EL_CHARCO;2;PREFERENTE;ACTOR
394;Whashington Felipe Contreras Noble;SUCRE;PALMITO;0;NO APLICA;OTRO
395;Luz Marina Garcia Sierra;NORTE_DE_SANTANDER;LOS_PATIOS;3;PREFERENTE;POLITICO
396;Ruben Ortega Villamizar;NORTE_DE_SANTANDER;LOS_PATIOS;15;PREFERENTE;CANTANTE
397;Brando David Arteta Molina;ATLANTICO;JUAN_DE_ACOSTA;3;PREFERENTE;CANTANTE
398;Luis Felipe Reyes Carpintero;ATLANTICO;JUAN_DE_ACOSTA;10;PREFERENTE;POLITICO
399;Oscar Javier Uribe Quintero;CUNDINAMARCA;FUNZA;0;NO APLICA;POLITICO
400;Nancy Fabiola Valenzuela Enriquez;NARIÑO;CUMBAL;1;PREFERENTE;OTRO
401;Rosa Maria Acevedo Jaramillo;ANTIOQUIA;ITAGUI;0;NO APLICA;CANTANTE
402;Ximena Del Pilar Angel Sanabria;CASANARE;RECETOR;3;PREFERENTE;POLITICO
403;Patricia Milena Carlosama Burbano;PUTUMAYO;SAN_FRANCISCO;1;PREFERENTE;ACTOR
404;Ever Segundo Ascuntar Solarte;PUTUMAYO;SAN_FRANCISCO;2;PREFERENTE;POLITICO
405;Alberto Jaramillo Santacoloma;BOGOTA D.C.;BOGOTA._D.C.;84;PREFERENTE;CANTANTE
406;Aniana Jimenez Diaz;ATLANTICO;BARRANQUILLA;84;PREFERENTE;CANTANTE
407;Fernando Rafael Barrios Orozco;ATLANTICO;BARRANQUILLA;85;PREFERENTE;OTRO
408;Juan De Dios Hernandez Moreno;META;SAN_JUAN_DE_ARAMA;7;PREFERENTE;POLITICO
409;Javier Rafael Rodriguez Archbold;SAN ANDRES;PROVIDENCIA;7;PREFERENTE;POLITICO
410;Reyes Francisco Florez Meza;LA_GUAJIRA;MANAURE;1;PREFERENTE;OTRO
411;Gabriel Orolando Martinez Barros;LA_GUAJIRA;MANAURE;6;PREFERENTE;OTRO
412;Jose Fernando Sanchez Carvajar;SANTANDER;FLORIDABLANCA;19;PREFERENTE;POLITICO
413;Juan Pablo Suarez Medina;TOLIMA;FLANDES;0;NO APLICA;POLITICO
414;Edinson Saballet Gil;BOLIVAR;PINILLOS;8;PREFERENTE;OTRO
415;Lucellya Suarez De Diaz;TOLIMA;FRESNO;3;PREFERENTE;OTRO
416;Piedad Cecilia Jimenez Castro;ANTIOQUIA;BELLO;16;PREFERENTE;CANTANTE
417;Laura Daniela Gutierrez Vasquez;CUNDINAMARCA;MANTA;1;PREFERENTE;CANTANTE
418;Dilso Abel Ortega Guzman;SUCRE;MORROA;1;PREFERENTE;ACTOR
419;Carlos Augusto Pardo Garrido;SUCRE;MORROA;6;PREFERENTE;POLITICO
420;Andres Fernando Suarez Hernandez;CUNDINAMARCA;CUCUNUBA;1;PREFERENTE;CANTANTE
421;Mario Fernando Erazo Luna;PUTUMAYO;SIBUNDOY;0;NO APLICA;POLITICO
422;Ricardo Gabriel Mendoza Ramos;CORDOBA;TIERRALTA;14;PREFERENTE;POLITICO
423;Jose Fernando Escobar Mejia;CALDAS;SAN_JOSE;2;PREFERENTE;POLITICO
424;Leon Enrique Ochoa Ruiz;ANTIOQUIA;SABANETA;0;NO PREFERENTE;CANTANTE
425;Alexis Flerez Cardenas;ATLANTICO;BARRANQUILLA;85;PREFERENTE;POLITICO
426;Jorge Rafah Parodi Andrade;ATLANTICO;BARRANQUILLA;88;PREFERENTE;OTRO
427;Fabio Caceres Acosta;SANTANDER;NO APLICA;0;NO PREFERENTE;POLITICO
428;Oscar Emilio Morales Morales;CAQUETA;EL_DONCELLO;7;PREFERENTE;POLITICO
429;Hector Alirio Agreda;PUTUMAYO;SAN_FRANCISCO;5;PREFERENTE;POLITICO
430;Nazaria Melendez Palomino;MAGDALENA;EL_BANCO;13;PREFERENTE;CANTANTE
431;Luz Dary Rodriguez Romero;CASANARE;PAZ_DE_ARIPORO_(MORENO);2;PREFERENTE;POLITICO
432;Victor Jaimes Jeronimo;CASANARE;PAZ_DE_ARIPORO_(MORENO);11;PREFERENTE;ACTOR
433;Alba Viafara Florez;CAUCA;TIMBIQUI;9;PREFERENTE;CANTANTE
434;Daniel Andres Hurtado Ramirez;QUINDIO;ARMENIA;8;PREFERENTE;POLITICO
435;Frank Esteban Ramirez Restrepo;ANTIOQUIA;ITAGUI;16;PREFERENTE;CANTANTE
436;Luis Carlos Duarte Campos;SANTANDER;CIMITARRA;2;PREFERENTE;POLITICO
437;Blanca Margarita Garcia Cardona;ANTIOQUIA;GUARNE;2;PREFERENTE;CANTANTE
438;Alejandro Hernandez Valencia;ANTIOQUIA;GUARNE;8;PREFERENTE;POLITICO
439;Nestor Carlos Tejera Gallardo;ATLANTICO;PIOJO;2;PREFERENTE;POLITICO
440;Gabriel Adolfo Albor Coronado;ATLANTICO;PIOJO;5;PREFERENTE;ACTOR
441;Cristina Guarnizo Tibaduiza;CASANARE;PORE;0;NO APLICA;OTRO
442;Gilma Zamora Arciniegas;NORTE_DE_SANTANDER;OCAÑA;8;PREFERENTE;CANTANTE
443;Julieth Constanza Sanchez Jacome;NORTE_DE_SANTANDER;OCAÑA;15;PREFERENTE;ACTOR
444;Juan Carlos Arboleda Rey;CASANARE;OROCUE;4;PREFERENTE;POLITICO
445;Joe Carlos Granja Anchico;NARIÑO;FRANCISCO_PIZARRO_(SALAHONDA);9;PREFERENTE;CANTANTE
446;Eliana Jeanel Palacio Paz;LA_GUAJIRA;MAICAO;14;PREFERENTE;POLITICO
447;Karley Enrique Pajaro Oviedo;LA_GUAJIRA;MAICAO;15;PREFERENTE;ACTOR
448;Alicia Esther Guzman Quintero;LA_GUAJIRA;MAICAO;16;PREFERENTE;POLITICO
449;Jose Manuel Cruz Garcia;QUINDIO;CIRCASIA;2;PREFERENTE;POLITICO
450;Margarita Baquero Escobar;QUINDIO;CIRCASIA;4;PREFERENTE;CANTANTE
451;Victor Andres Velasquez Jimenez;ANTIOQUIA;SEGOVIA;5;PREFERENTE;CANTANTE
452;Oscar Reinaldo Gomez Peñaloza;CASANARE;PAZ_DE_ARIPORO_(MORENO);0;NO APLICA;POLITICO
453;Candelaria Marcela Macareno Ortega;SUCRE;SAN_JUAN_DE_BETULIA_(BETULIA);9;PREFERENTE;POLITICO
454;Jairo Antonio Bolaños Pai;CAUCA;TIMBIO;5;PREFERENTE;POLITICO
455;Luz Dianil Romero Ruiz;CASANARE;TAURAMENA;82;PREFERENTE;CANTANTE
456;Olpidio Rojas Alfonso;CASANARE;TAURAMENA;85;PREFERENTE;CANTANTE
457;Victor Manuel Saenz Ruiz;BOGOTA D.C.;BOGOTA._D.C.;0;NO PREFERENTE;CANTANTE
458;Juan De Jesus Rodriguez Perez;NORTE_DE_SANTANDER;SANTIAGO;4;PREFERENTE;POLITICO
459;Adriana Peñaranda Vera;NORTE_DE_SANTANDER;SANTIAGO;5;PREFERENTE;CANTANTE
460;Dario Revelo Gomez;PUTUMAYO;NO APLICA;58;PREFERENTE;CANTANTE
461;Julio Cesar Coral Fajardo;PUTUMAYO;NO APLICA;60;PREFERENTE;POLITICO
462;Eduar Eliecer Pineda Paez;ANTIOQUIA;ARBOLETES;1;PREFERENTE;OTRO
463;Alvaro Augusto Avila Cogollo;ANTIOQUIA;ARBOLETES;9;PREFERENTE;OTRO
464;Rafaela Mejia Pinzon;TOLIMA;COELLO;3;PREFERENTE;CANTANTE
465;Luis Alberto Medina Guerrero;META;MESETAS;2;PREFERENTE;ACTOR
466;Salomon Villarreal Cala;SANTANDER;PALMAR;5;PREFERENTE;POLITICO
467;Gilberto Echeverria Suarez;CAUCA;NO APLICA;56;PREFERENTE;POLITICO
468;Timoleon Ortiz Mazabel;CAQUETA;NO APLICA;54;PREFERENTE;POLITICO
469;Leydis Katherine Duran Serrano;SANTANDER;ELPLAYON;11;PREFERENTE;POLITICO
470;William Alexander Bacca Salazar;NARIÑO;SANTACRUZ_(GUACHAVES);4;PREFERENTE;POLITICO
471;Abelardo De Jesus Orozco Toro;CUNDINAMARCA;NO APLICA;61;PREFERENTE;POLITICO
472;Ruth Melida Amaya Barrera;CUNDINAMARCA;NO APLICA;65;PREFERENTE;CANTANTE
473;Manuel Vicente Salguero Amaya;CUNDINAMARCA;PUERTO_SALGAR;9;PREFERENTE;POLITICO
474;Juan David Rodriguez Herrera;CUNDINAMARCA;PUERTO_SALGAR;11;PREFERENTE;OTRO
475;Carlos Mauricio Castillo Villarreal;SANTANDER;SOCORRO;0;NO APLICA;POLITICO
476;Hernando Mosquera Chamorro;AMAZONAS;NO APLICA;52;PREFERENTE;OTRO
477;German Molina Herrera;AMAZONAS;NO APLICA;55;PREFERENTE;POLITICO
478;Luz Dinora Casado Torres;AMAZONAS;NO APLICA;59;PREFERENTE;CANTANTE
479;Omar Orlando Mogollon Perez;TOLIMA;HONDA;4;PREFERENTE;POLITICO
480;Rosa Alexandra Figueroa Diaz;TOLIMA;HONDA;5;PREFERENTE;CANTANTE
481;Lorena Cespedes Galeano;TOLIMA;HONDA;8;PREFERENTE;ACTOR
482;Luis Angel Ortiz Ordoñez;TOLIMA;HONDA;10;PREFERENTE;OTRO
483;Carlos Eduardo Nuñez Bravo;TOLIMA;COELLO;2;PREFERENTE;ACTOR
484;Cesar Julio Castaño Corredor;TOLIMA;ANZOATEGUI;1;PREFERENTE;POLITICO
485;Edgar Antonio Quintero Alvarez;NORTE_DE_SANTANDER;OCAÑA;9;PREFERENTE;ACTOR
486;Maria Carmenza Pino Pulgarin;ANTIOQUIA;OLAYA;3;PREFERENTE;OTRO
487;Lisman Alberto Echeverri Quintero;ANTIOQUIA;ITAGUI;8;PREFERENTE;POLITICO
488;Ivan Conde Medina;HUILA;PITAL;0;NO APLICA;OTRO
489;Diofanor Oquendo Lopez;ANTIOQUIA;ANTIOQUIA;0;NO PREFERENTE;CANTANTE
490;Luz Mary Cano Manco;ANTIOQUIA;ANTIOQUIA;0;NO PREFERENTE;POLITICO
491;Juan Camilo Novoa Aguinaga;ANTIOQUIA;ANTIOQUIA;0;NO PREFERENTE;POLITICO
492;Luis Alberto Villalobos Iriarte;SUCRE;TOLU;2;PREFERENTE;CANTANTE
493;Jose De Jesus Acosta Suarez;SUCRE;TOLU;8;PREFERENTE;POLITICO
494;Sor Marlen Angel Grillo;BOYACA;CHITA;11;PREFERENTE;CANTANTE
495;Edward Jovanny Ceballos Rave;ANTIOQUIA;PUERTO_BERRIO;7;PREFERENTE;ACTOR
496;Reina Julieth Florez Melo;CASANARE;AGUAZUL;8;PREFERENTE;ACTOR
497;Jonny Alejandro Rojas Martinez;CASANARE;AGUAZUL;11;PREFERENTE;POLITICO
498;Angel De Jesus Zapata Martinez;META;VISTA_HERMOSA;10;PREFERENTE;CANTANTE
499;Harol Hissen Lombana Ruiz;ARAUCA;SARAVENA;4;PREFERENTE;ACTOR
500;Jose Eligio Hurtado A.;CHOCO;BAJO_BAUDO_(PIZARRO);1;PREFERENTE;POLITICO
501;Jose Mariano Mosquera Torres;CHOCO;BAJO_BAUDO_(PIZARRO);3;PREFERENTE;POLITICO
502;Maria Osiris Asprilla Moreno;CHOCO;BAJO_BAUDO_(PIZARRO);4;PREFERENTE;POLITICO
503;Pablo Emilio Suarez Ramirez;TOLIMA;ANZOATEGUI;6;PREFERENTE;POLITICO
504;Luz Marina Pinto Gomez;ARAUCA;SARAVENA;9;PREFERENTE;CANTANTE
505;Jaiber Lopez Gonzalez;CAQUETA;EL_PAUJIL;7;PREFERENTE;CANTANTE
506;Juan Carlos Barros Lopez;LA_GUAJIRA;DIBULLA;1;PREFERENTE;ACTOR
507;Aldinea Trujillo Rojas;CAQUETA;VALPARAISO;5;PREFERENTE;CANTANTE
508;Carlos Alberto Urrego Molina;CAQUETA;VALPARAISO;6;PREFERENTE;CANTANTE
509;Esmeralda Linares Peña;META;CUMARAL;2;PREFERENTE;ACTOR
510;Miguel Guillermo Grau Salcedo;BOLIVAR;CLEMENCIA;0;NO APLICA;CANTANTE
511;Manuel Laureano Torres Moreno;VALLE;NO APLICA;55;PREFERENTE;POLITICO
512;Magnolia Tobon Melo;VALLE;NO APLICA;60;PREFERENTE;POLITICO
513;Victor Julio Sanchez Vargas;NORTE_DE_SANTANDER;TIBU;5;PREFERENTE;ACTOR
514;Franky Antonio Molina Cantillo;ATLANTICO;JUAN_DE_ACOSTA;10;PREFERENTE;ACTOR
515;Jhon Eduard Trujillo Larrahondo;VALLE;JAMUNDI;9;PREFERENTE;POLITICO
516;German Eliecer Garnica Vega;HUILA;NO APLICA;0;NO PREFERENTE;CANTANTE
517;Gloria Yivi Pinzon Zuñiga;HUILA;NO APLICA;0;NO PREFERENTE;ACTOR
518;Nelson Benjamin Barreto Vaca;CASANARE;NO APLICA;52;PREFERENTE;POLITICO
519;Luis Felipe Izquierdo Ordoñez;CASANARE;NO APLICA;57;PREFERENTE;CANTANTE
520;Lucas Uriel Mendoza Cely;CASANARE;NO APLICA;59;PREFERENTE;OTRO
521;Luis Orlando Yepes Correa;ANTIOQUIA;ITAGUI;8;PREFERENTE;POLITICO
522;Sarayda Posso Garcia;BOLIVAR;CLEMENCIA;3;PREFERENTE;ACTOR
523;Yasneris Paola Vega Altamar;BOLIVAR;CLEMENCIA;6;PREFERENTE;OTRO
524;Miguel Angel Guevara;RISARALDA;APIA;10;PREFERENTE;POLITICO
525;Marco Antonio Gutierrez Pineda;VALLE;PRADERA;0;NO APLICA;ACTOR
526;Nubia Garzon Manjarrez;ANTIOQUIA;YONDO_CASABE;5;PREFERENTE;OTRO
527;Margarita Velandia Bermudez;VALLE;PRADERA;10;PREFERENTE;OTRO
528;Carlos Julio Camargo Chavez;CUNDINAMARCA;TENJO;3;PREFERENTE;OTRO
529;Olga Lucia Suarez Castillo;BOYACA;OICATA;0;NO APLICA;ACTOR
530;Yeniffer Carolina Hincapie Gomez;ANTIOQUIA;GUATAPE;6;PREFERENTE;POLITICO
531;Jose Ignacio Orjuela Forero;CUNDINAMARCA;SUPATA;1;PREFERENTE;OTRO
532;Jorge Alonso Rodriguez Bustos;META;CUBARRAL;1;PREFERENTE;CANTANTE
533;Jesus Uriel Navarrete Rojas;META;CUBARRAL;5;PREFERENTE;POLITICO
534;Jose De Jesus Bailarin Carupia;ANTIOQUIA;FRONTINO;0;NO PREFERENTE;OTRO
535;Jose Guillermo Ayala Vargas;BOYACA;SOTAQUIRA;7;PREFERENTE;CANTANTE
536;Diana Carolina Mejia Duque;RISARALDA;SANTUARIO;4;PREFERENTE;POLITICO
537;Teresita De Jesus Carvajal Tobon;RISARALDA;SANTUARIO;6;PREFERENTE;OTRO
538;Hector Guillermo Velasquez Lopez;ANTIOQUIA;CAMPAMENTO;1;PREFERENTE;OTRO
539;Sandra Milena Barreto Ditta;CESAR;LA_JAGUA_DE_IBIRICO;1;PREFERENTE;OTRO
540;Cesar Leandro Ojeda Rua;ATLANTICO;PALMAR_DE_VARELA;3;PREFERENTE;POLITICO
541;Jose Orlando Luna Hernandez;CUNDINAMARCA;NOCAIMA;2;PREFERENTE;CANTANTE
542;Lader Julian Mendoza Lambraño;ANTIOQUIA;CAREPA;3;PREFERENTE;ACTOR
543;Luis Guillermo Atilano Gonzalez;ANTIOQUIA;ITAGUI;83;PREFERENTE;CANTANTE
544;Kelly Estefania Cataño Atilano;ANTIOQUIA;ITAGUI;84;PREFERENTE;POLITICO
545;Claudia Irene Borja Casares;NORTE_DE_SANTANDER;RAGONVALIA;3;PREFERENTE;POLITICO
546;Hugo Bolaños Bolaños;NARIÑO;SAN_BERNARDO;3;PREFERENTE;POLITICO
547;Yully Aullon Ortiz;NARIÑO;SAN_BERNARDO;6;PREFERENTE;CANTANTE
548;Ruber Alveiro Ojeda Rivera;NARIÑO;SAN_BERNARDO;10;PREFERENTE;ACTOR
549;Pedro Fernando Ballen Baracaldo;CUNDINAMARCA;SAN_FRANCISCO;1;PREFERENTE;CANTANTE
550;Wilmar Elieser Jurado Ordoñez;NARIÑO;EL_PEÑOL;8;PREFERENTE;POLITICO
551;Jose Dolores Ruiz Rivas;NARIÑO;LA_LLANADA;5;PREFERENTE;POLITICO
552;Maria Zambrano Vaca;NARIÑO;LA_LLANADA;9;PREFERENTE;POLITICO
